央视频道,#genre#
动漫秀场,http://118.114.97.200:888/rtp/239.93.42.93:5140
四川乡村,http://118.114.97.200:888/rtp/239.93.0.52:5140
大爱四川专区,http://118.114.97.200:888/rtp/239.93.1.110:5140
大爱时尚专区,http://118.114.97.200:888/rtp/239.93.42.72:5140
宝宝动画专区,http://118.114.97.200:888/rtp/239.93.42.89:5140
星空精选专区,http://118.114.97.200:888/rtp/239.93.1.171:5140
求索频道,http://118.114.97.200:888/rtp/239.93.42.24:5140
法治天地,http://118.114.97.200:888/rtp/239.93.42.96:5140
热门综艺专区,http://118.114.97.200:888/rtp/239.93.0.151:5140
熊猫少儿专区,http://118.114.97.200:888/rtp/239.93.1.189:5140
熊猫影院专区,http://118.114.97.200:888/rtp/239.93.0.214:5140
熊猫新闻专区,http://118.114.97.200:888/rtp/239.93.1.112:5140
熊猫爱生活专区,http://118.114.97.200:888/rtp/239.93.1.190:5140
爱上4K专区,http://118.114.97.200:888/rtp/239.93.0.97:5140
爱喜剧专区,http://118.114.97.200:888/rtp/239.93.42.9:5140
爱奇谈专区,http://118.114.97.200:888/rtp/239.93.42.22:5140
爱幼教专区,http://118.114.97.200:888/rtp/239.93.42.17:5140
爱玩具专区,http://118.114.97.200:888/rtp/239.93.42.18:5140
爱电竞专区,http://118.114.97.200:888/rtp/239.93.42.19:5140
爱谍战专区,http://118.114.97.200:888/rtp/239.93.42.14:5140
爱赛车专区,http://118.114.97.200:888/rtp/239.93.42.20:5140
爱院线专区,http://118.114.97.200:888/rtp/239.93.42.11:5140
爱青春专区,http://118.114.97.200:888/rtp/239.93.42.16:5140
直播室2,http://118.114.97.200:888/rtp/239.93.1.181:5140
直播室3,http://118.114.97.200:888/rtp/239.93.1.182:5140
直播室4,http://118.114.97.200:888/rtp/239.93.1.183:5140
直播室6,http://118.114.97.200:888/rtp/239.93.1.185:5140
直播室7,http://118.114.97.200:888/rtp/239.93.1.186:5140
直播室8,http://118.114.97.200:888/rtp/239.93.1.187:5140
精彩影视,http://118.114.97.200:888/rtp/239.93.42.92:5140
精彩推荐专区,http://118.114.97.200:888/rtp/239.93.1.5:5140
红原月亮湾,http://118.114.97.200:888/rtp/239.93.0.209:5140
蓉城先锋专区,http://118.114.97.200:888/rtp/239.93.0.91:2101
谍战剧场专区,http://118.114.97.200:888/rtp/239.93.42.91:5140
都市剧场,http://118.114.97.200:888/rtp/239.93.42.30:5140
金熊猫卡通专区,http://118.114.97.200:888/rtp/239.93.1.172:5140
金色学堂,http://118.114.97.200:888/rtp/239.93.42.95:5140
金鹰纪实,http://118.114.97.200:888/rtp/239.93.0.130:5140
雅克音乐节直播,http://118.114.97.200:888/rtp/239.93.42.69:5140
青春动漫专区,http://118.114.97.200:888/rtp/239.93.0.146:5140
魅力足球,http://118.114.97.200:888/rtp/239.93.42.97:5140
麻辣体育专区,http://118.114.97.200:888/rtp/239.93.42.2:5140

更新时间,#genre#
2024-03-21_08:00:20,https://taoiptv.com/time.mp4
