央视频道,#genre#
欢笑剧场,http://113.138.134.202:8001/rtp/239.112.205.236:5140
欢笑剧场,http://124.115.207.92:8081/rtp/239.112.205.236:5140
游戏风云,http://113.138.129.36:8001/rtp/239.111.205.4:5140
游戏风云,http://113.138.134.202:8001/rtp/239.111.205.4:5140
游戏风云,http://124.115.207.92:8081/rtp/239.111.205.4:5140

其他频道,#genre#
上海纪实,http://113.138.129.36:8001/rtp/239.112.205.204:5140
上海纪实,http://113.138.134.202:8001/rtp/239.112.205.204:5140
上海纪实,http://124.115.207.92:8081/rtp/239.112.205.204:5140
乐家购物,http://113.138.129.36:8001/rtp/239.111.205.101:5140
乐家购物,http://113.138.134.202:8001/rtp/239.111.205.101:5140
乐家购物,http://124.115.207.92:8081/rtp/239.111.205.101:5140
商洛1套,http://113.138.129.36:8001/rtp/239.112.205.189:5140
商洛1套,http://113.138.134.202:8001/rtp/239.112.205.189:5140
商洛1套,http://124.115.207.92:8081/rtp/239.112.205.189:5140
教育1,http://113.138.129.36:8001/rtp/239.112.205.201:5140
教育1,http://113.138.134.202:8001/rtp/239.112.205.201:5140
教育1,http://124.115.207.92:8081/rtp/239.112.205.201:5140
爱上4K,http://113.138.129.36:8001/rtp/239.112.205.186:5140
爱上4K,http://113.138.134.202:8001/rtp/239.112.205.186:5140
爱上4K,http://124.115.207.92:8081/rtp/239.112.205.186:5140
直播室101,http://113.138.129.36:8001/rtp/239.111.205.20:5140
直播室101,http://113.138.134.202:8001/rtp/239.111.205.20:5140
直播室101,http://124.115.207.92:8081/rtp/239.111.205.20:5140
直播室102,http://113.138.129.36:8001/rtp/239.111.205.21:5140
直播室102,http://113.138.134.202:8001/rtp/239.111.205.21:5140
直播室102,http://124.115.207.92:8081/rtp/239.111.205.21:5140
直播室103,http://113.138.129.36:8001/rtp/239.111.205.22:5140
直播室103,http://113.138.134.202:8001/rtp/239.111.205.22:5140
直播室103,http://124.115.207.92:8081/rtp/239.111.205.22:5140
直播室104,http://113.138.129.36:8001/rtp/239.111.205.23:5140
直播室104,http://113.138.134.202:8001/rtp/239.111.205.23:5140
直播室104,http://124.115.207.92:8081/rtp/239.111.205.23:5140
直播室105,http://113.138.129.36:8001/rtp/239.111.205.24:5140
直播室105,http://113.138.134.202:8001/rtp/239.111.205.24:5140
直播室105,http://124.115.207.92:8081/rtp/239.111.205.24:5140
直播室106,http://113.138.129.36:8001/rtp/239.111.205.25:5140
直播室106,http://113.138.134.202:8001/rtp/239.111.205.25:5140
直播室106,http://124.115.207.92:8081/rtp/239.111.205.25:5140
直播室107,http://113.138.129.36:8001/rtp/239.111.205.26:5140
直播室107,http://113.138.134.202:8001/rtp/239.111.205.26:5140
直播室107,http://124.115.207.92:8081/rtp/239.111.205.26:5140
直播室108,http://113.138.129.36:8001/rtp/239.111.205.43:5140
直播室108,http://113.138.134.202:8001/rtp/239.111.205.43:5140
直播室108,http://124.115.207.92:8081/rtp/239.111.205.43:5140
直播室109,http://113.138.129.36:8001/rtp/239.111.205.44:5140
直播室109,http://113.138.134.202:8001/rtp/239.111.205.44:5140
直播室109,http://124.115.207.92:8081/rtp/239.111.205.44:5140
直播室110,http://113.138.129.36:8001/rtp/239.111.205.45:5140
直播室110,http://113.138.134.202:8001/rtp/239.111.205.45:5140
直播室110,http://124.115.207.92:8081/rtp/239.111.205.45:5140
直播室111,http://113.138.129.36:8001/rtp/239.111.205.46:5140
直播室111,http://113.138.134.202:8001/rtp/239.111.205.46:5140
直播室111,http://124.115.207.92:8081/rtp/239.111.205.46:5140
都市剧场,http://113.138.129.36:8001/rtp/239.111.205.2:5140
都市剧场,http://113.138.134.202:8001/rtp/239.111.205.2:5140
都市剧场,http://124.115.207.92:8081/rtp/239.111.205.2:5140
金鹰纪实,http://113.138.129.36:8001/rtp/239.112.205.203:5140
金鹰纪实,http://113.138.134.202:8001/rtp/239.112.205.203:5140
金鹰纪实,http://124.115.207.92:8081/rtp/239.112.205.203:5140
陕西3套,http://113.138.129.36:8001/rtp/239.111.205.98:5140
陕西3套,http://113.138.134.202:8001/rtp/239.111.205.98:5140
陕西3套,http://124.115.207.92:8081/rtp/239.111.205.98:5140
陕西4套,http://113.138.129.36:8001/rtp/239.111.205.99:5140
陕西4套,http://113.138.134.202:8001/rtp/239.111.205.99:5140
陕西4套,http://124.115.207.92:8081/rtp/239.111.205.99:5140
陕西5套,http://113.138.129.36:8001/rtp/239.111.205.100:5140
陕西5套,http://113.138.134.202:8001/rtp/239.111.205.100:5140
陕西5套,http://124.115.207.92:8081/rtp/239.111.205.100:5140
陕西8套,http://113.138.129.36:8001/rtp/239.111.205.102:5140
陕西8套,http://113.138.134.202:8001/rtp/239.111.205.102:5140
陕西8套,http://124.115.207.92:8081/rtp/239.111.205.102:5140

更新时间,#genre#
2024-03-21_08:00:38,https://taoiptv.com/time.mp4
